23	trusting	when i let my neighbor borrow my gate card after we had just moved in. 
28	content	After a long, grueling day at work, it is nice to just kick up the feet and watch some Netflix.
28	content	Today was such a fine day that I went to the park. It felt nice reading my book in the sunshine.
11	embarrassed	So I was at work today, wearing some slightly tight jeans, since they're slim fit, and I bent over and they split. Just like in the movies. I meant people could see my undies...
26	anxious	I was nervous my first year of college. I just did not know anyone
28	content	I am so thankful for my humble life
12	excited	Im really happy and ready for the start of my next year of uni.
5	joyful	I'm so happy I found a new job!
12	excited	I am excited about meeting with my friend today. We haven't seen each other in so long!
2	proud	My wife just got a new job she had really wanted and I am so happy for her.
13	annoyed	i was upset when i was told i couldnt leave work on time
21	disappointed	I was upset when my friend skipped my mothers funeral. He lied about it too
31	devastated	My friend died in a helicopter crash.
9	grateful	I am feeling this way with my life now, I am so thankful for everything.
31	devastated	I am still in awe that game of thrones is ending. It is my favorite show
31	devastated	I couldn't pay my rent. I am homeless.
0	sentimental	I had an awesome dog as a kid. He was such a great dog and I miss him. 
3	faithful	One of my friends was telling me to not include my best friend in a movie night.  I told her if I couldn't invite her then I wasn't going to go either.  
3	faithful	I've always been loyal to my wife and children.
14	lonely	Its a beautiful day outside today.  Problem is that I have no one to share it with. 
13	annoyed	Every time I tell my Mom about something my child did that is so neat to me, my sister-in-law chimes in about something her child did to top it. It drives me crazy.
10	prepared	The weatherman said that we would have a snow event so I was ready.
20	furious	I was so mad when I saw the package I ordered from online was ruined!
7	sad	A good co-worker friend is leaving the company, so I am bummed about it.
16	guilty	I accidentally left my dog outside in the heat too long about a week ago and he almost got heat stroke, I felt really bad.
20	furious	The time my brother decided to spend his Christmas money on alcohol. He disappointed the family.
14	lonely	I'm a truck driver and even though I'm married, I feel very lonely much of the time. I may have to find something else to do, as the long trips away from my wife are troublesome.
20	furious	My sister just got laid off from her job and it made me so angry.
0	sentimental	When i see old people in roadside, i have tears in my eyes
18	nostalgic	I miss the time when we were using public phones to call each other when we were outside home.
1	afraid	I was so scared when my car spun out of control in the snow, I had never been in that situation before
14	lonely	I can't seem to make any friends.
13	annoyed	Went to trim my beard today. Trimmed a little too much on one side, had to even it out on the other. Did that like four times on accident, and now I trimmed my beard so much more than I wanted to, and I look dumb. 
6	angry	i am pissed that someone put a dent in my car door
30	apprehensive	I wanted to take my son to a birthday party that he was invited to, but I was worried because he has been acting out a lot lately and I didn't want him to throw a tantrum while we were there.
13	annoyed	my coworker comes into work late everyday and it drives me crazy
29	impressed	I went to an Imagine Dragons concert this weekend and it was awesome! I don't regret going at all.
0	sentimental	Realizing tonight how grown up our children are.  It won't be long before they are out of our house completely.
26	anxious	when im with my friends and they are texting and driving
12	excited	I was excited to visit Disney World for the first time!
30	apprehensive	I think something bad could happen on my vacation.
16	guilty	Over 20 years ago, when I was a cashier, I used to take money from the cash register and cover up my tracks. I was never caught. Sometimes I feel bad about it, other times I don't. 
19	confident	I just know i am going to meet the right guy this year. Its been a long time
11	embarrassed	I poured way to much vodka in my drink last night. I gagged u front of everyone.
23	trusting	I know that my money is safe with the banks
26	anxious	when i was waiting on my baby to be born
12	excited	i cant wait for this friday!
2	proud	I am super proud of my little dog. She is sharing her space with a big gal dog who was really abused. Typically she doesn't like female dogs but she seems to sense she was abused and needs love right now.
1	afraid	When I came home, the door was open and the lock broken. 
20	furious	My mother in law does not know how to mind her business.  She continually tells my girls how their father and I should do things
0	sentimental	i held on to my first Nintendo even though it doesnt work anymore. I just like how it reminds me of my childhood.
9	grateful	I was waiting for the bus this morning to go to work and realized I didn't have any change. Someone offered to pay for my bus fair.
0	sentimental	My dad and I were talking about the past, just reminiscing a bit.  His mind is going quickly, I know I won't have many more conversations with him like this.
10	prepared	I have an upcoming Hearthstone tournament that I've been practicing a lot for and I feel very ready for it.
2	proud	I am so happy my daughter like pre k. Some og her classmates have been crying since the first day.
11	embarrassed	I had to dance in front of everyone at the wedding and I can't dance well.
6	angry	I was having a party and had my cats locked up and told them and had a note on the door to not open it, well someone did and my cat got out and ran over.
12	excited	i cant wait for the weekend!
0	sentimental	I was reading a card from my mom and got teary eyed. I wish I could visit her more often.
27	hopeful	I just went on a job interview. I feel like it went really well.
27	hopeful	I wrote my exams well and waiting for the good results. 
13	annoyed	My boss didn't accept my vacation plan.
7	sad	A few years ago my dog got into rat poison and died.
7	sad	I broke my ankle a few weeks ago and am unable to compete in a run I signed up for.
12	excited	I just got the job that I applied for, and a sign on bonus
30	apprehensive	All my friends signed up for horse back riding lessons but I had never been before.  I wasn't sure I wanted to go with them but they convinced me to sign up and go even though I was very scared!
28	content	I spring cleaned my whole house. Then I sat and enjoyed a book.
26	anxious	I cant wait to move
21	disappointed	My daughter has been lying to me for a year about my old tablet. I know she lost it somewhere but she won't admit it
9	grateful	My dad knew I was having some financial difficulties and decided to pay off my car loan!  I am so appreciative to him!
18	nostalgic	When I hear Maroon 5 songs I remember my high school dances
12	excited	I'm headed off to college soon. This is so scary.
5	joyful	I won free grocery! I kinda of wish I would have bought more now, haha.
11	embarrassed	I had to give a speech at work and I completely forgot what I was saying. Everyone started laughing.
5	joyful	I just got a new promotion. This makes me so happy when I think about it.
2	proud	My brother was addicted to drugs for ten years . This year he went to rehab and has had 7 months sober send drug free. Everyone doubted he would clean his act up but I new he could do it.
9	grateful	My english teacher made sure I was going to pass.
10	prepared	The last time we went on vacation, I brought more than enough stuff for everyone.
29	impressed	My friend got a full ride scholarship for overseas.
15	ashamed	I broke up with my girlfriend because I was cheating on her.
11	embarrassed	The other day I was in a building and I was heading towards an elevator. I was rushing towards it because it was closing. I tripped right as I got in and slammed my head into the wall inside, and then had to hang out with everybody afterward as it slowly went up. Felt so dumb
26	anxious	I am ready for my wedding.
20	furious	My daughter ate all of my strawberry shortcake ice cream bars. I cant believe her
24	disgusted	The renters left my house in a mess.
31	devastated	I recently lost my pet turtle. I think he may have escaped my yard. I am so sad I miss him terribly!
3	faithful	I was married to my wife for thirty years, and even though she has passed I can't bring myself to date anyone else.
0	sentimental	My son is turning 2 in a few months and it has me feeling this way.
12	excited	I'm really psyched because my brother just asked me to be his best man. I can't wait for the bachelor party!
11	embarrassed	I was at my local coffee shop this morning. I spaced out and ran into the door spilling coffee all over myself in front of the cute barista.
24	disgusted	i had to clean up an overflow toilet.
7	sad	My pet toad died, I am sad.
18	nostalgic	I went back to the old town i grew up in. and the memories flooded back to me
8	jealous	There is this single guy and I wanted my friend to fix me up on a date with him = but she ended up fixing up another friend with him and now they are serious together. 
9	grateful	when my aunt paid my test fees
12	excited	Football season is almost here. i cant wait
29	impressed	I saw someone on tv today during lunch that talked about money. He was pretty good
20	furious	My dog urinated on my work papers
0	sentimental	I miss my grandparents.
26	anxious	I had to go to the doctor's for my annual check-up, I always think they're going to find something wrong.
29	impressed	I saw a man juggling 10 balls at the same time. I was certainly humbled by his performance.
14	lonely	My husband is away on a work trip. I thought I'd like the time alone, but I miss him.
7	sad	My daughter started kindergarten today.  I know we aren't supposed to cry, but I could not help it.
14	lonely	My son is going to college in a couple of days and I'm sure the house will be a lot quieter without him.. I think the empty nest feeling is inevitable 
2	proud	When my brother got his new job, I was happy for him. He deserved it
29	impressed	My date sure ate a lot for a small girl.
1	afraid	I got lost when I 8 at the county gfair. I was looking  every where for my mom and could not find her I sated crying and didn't no what to do.
23	trusting	I had the chance to look through my girlfriend's phone while I was in the shower, I decided not to because I felt I could respect her privacy.
18	nostalgic	I used to fix cars with my dad, when I was little.
24	disgusted	I was very hungry the other day so I ate some chocolates that were on the table, as I was unwrapping them I was so excited! But as soon as i put them in my mouth i was grossed out! There were ants inside!
20	furious	i was pissed when i saw someone left my gate open and my dog was missing.
8	jealous	My husband works really hard for our family and we've made choices to give our daughters experiences rather than have the biggest  house.  But sometimes it's hard going to our friend's homes and seeing how big they are.
6	angry	I was mad when I didnt get paid my entire check
13	annoyed	There is a coworker sitting next time that he is making noise with his pen the whole day long. It is disturbing me from my work.
29	impressed	My friends 3 year old is able to ride a skateboard with ease!  I was amazed at his skill!
1	afraid	When I was younger I used to be scared to go into the basement.  After I saw the home alone movies
29	impressed	saw a dude do 3 backflips
10	prepared	My husband and I are adopting a little girl. We have her room ready and all the baby gear we need. Now we just wait for her arrival.
8	jealous	Me and my friend bought some scratch off tickets and he won $100. I didnt win a single dollar. I was so annoyed.
6	angry	My ex girlfriend cheated on me with one of my closest friends. It made me very angry at the both of them.
2	proud	My soon graduated from college 
27	hopeful	I am praying that I get the part
1	afraid	Just finished watching a murder mystery series. I'm afraid of walking outside in the dark now.
26	anxious	I am nervous about my upcoming job interview, it has been awhile
13	annoyed	My friend was supposed to pick me up to go shopping yesterday. But my friend never showed up.
16	guilty	I stole money from my daughter.
29	impressed	I went to a new store to check it out. I was really pleased with what I saw.
29	impressed	After going from foster home to foster home, my buddy won a full ride scholarship to our state college.
6	angry	My husband's sister was living with us. She was acting rude, and we ended up kicking her out. 
18	nostalgic	Saw a marching band pass by my work today. Kind of miss playing my flute.
12	excited	I got pretty happy and joyful yesterday. We were going to see a movie I had wanted to see
11	embarrassed	My bag split open at a coffee shop the other day. Everything spilled out and it dropped loudly.
16	guilty	I didn't feel great one time when I showed up at court drunk. I panicked at every minute hoping not to be caught, and eventually later court dates I was thrown down in a jail. I was ashamed of myself. 
7	sad	I missed my favorite show on TV.
14	lonely	my girlfriend broke up with me
18	nostalgic	I was cleaning out my closet the other day and noticed some pictures I had taken many years back of my first car.  It reminded me of the good old days
26	anxious	my wife is going overseas with our baby, i'm so freaking nervous
6	angry	My mother in law cannot mind her own business.  She always tries to bend my husband's ear to her way of thinking we should do things.
11	embarrassed	I go out with one of my friend. This friend is so cheap that he doesn't to pay for anything. He even once embarrassed me in a bar.
9	grateful	i couldnt believe my luck at the casiuno
16	guilty	We had some birthday cake from my husband's party this past weekend in the fridge, and I ate the last piece because I was craving chocolate like crazy!  I feel so bad now.
7	sad	My old car finally died last week.
10	prepared	I have to bake a chocolate cake tomorrow.  I am ready for the challenge. 
5	joyful	I was so happy with my colleagues
27	hopeful	I just started a new job. I am looking forward to a better life with it.
1	afraid	when i was lost in a big city with no cell battery
14	lonely	My roommate moved out, it is just me now living at the house.
26	anxious	I can't wait for HAlloween. It is my favorite holifay. I love dressing up with the kids.
14	lonely	I get lonely at times. I'd rather be alone then be abused though
26	anxious	Long trip to florida.  Don't like riding in cars.
10	prepared	The new school semester starts in a few days and I have all of my supplies and work ready to go
11	embarrassed	First day of school started out pretty good but then got sort of tough for me. I had a bad class in particular.
12	excited	This sounds weird, but I'm excited because I'll have some free time tomorrow to do some deep cleaning on my apartment. It's been messy since I've been gone most of the summer. I want to get it clean before school starts so I can enjoy it being fresh during the semester.
20	furious	Looking back at my old self I'm actually livid at how stupid and lazy I was.  I'd probably beat the crap out of that guy, he was such a deadbeat
24	disgusted	I saw a cochroach in my living room last night.
12	excited	I'm going to Las Vegas on Friday! I can't wait!
9	grateful	to have a life, to be alive, to have a home. 
10	prepared	I read very well for my exams 
2	proud	a avoided fast food restaurants all week i feel good about myself
28	content	I spent a long day planting the garden. At the end of it all I was happy with what I had accomplished and felt good about myself.
3	faithful	I'm hoping I can reach diamond next season in overwatch. I've been practicing a ridiculous amount
6	angry	I didn't like when I found out my mom threw away my old Nintendo.
10	prepared	I have to put a computer together.  I am so ready to get it done.
14	lonely	My girlfriend left me for another man. It was on christmas.
29	impressed	A friend of mine lost 200 pounds, it was amazing to see!
8	jealous	Was not happy taking wife to the club.  All the guys hit on her.  I want to fight them all.
20	furious	I;m so mad with my brother. He stole from me and didn't think I would notice. 
2	proud	I got a promotion at work today! It took me over 5 years of trying but I got it finally!
7	sad	seeing my son grow up so fast isnt easy
27	hopeful	I just applied for a new job. I am really counting on getting it.
29	impressed	My friend got into her first choice school with a full ride scholarship!
26	anxious	I am trying hard to get my business going before winter. It is really stressing me out as I am just not one that does so good under pressure.
9	grateful	My friend lost her job but won $5,000 from a scratch-off ticket.
10	prepared	I am ready for my first marathon.
21	disappointed	When I did not win a bonus at work, I was a little sad. I guess I expected to do better.
7	sad	My laptop is very old and is making occasional problems with running. I do not have enough money to buy a new one
7	sad	My local store stopped carrying my favorite spring rolls.
16	guilty	I left my friend at the bar yesterday.  I feel so ashamed for doing that.
0	sentimental	I feel something when I think back to where I came from. It makes me feel nostalgic
29	impressed	I saw a man eat an entire birthday cake.  I was very inspired.
21	disappointed	I thought we we're going to be able to close on a new house recently but it didn't work out.
13	annoyed	I needed a form from my rental office but no one would answer the phone. I called like 10 times. I really need that form.
31	devastated	Our family reunion was a disaster this year.
1	afraid	someone breaking in
15	ashamed	One time I went out with an old pant and it ripped when I was in downtown. I was very embarrased
7	sad	My rent is going up and I can't afford it. Now we will all have to move
12	excited	When i was younger i wanted a new computer so bad. I didn't have good parts and the computer was so slow. When i got the new computer i was ecstatic. 
